,x,y,z
0,0.6412381271209919,0.20482332963612382,0.9931174055875285
1,0.6551841730064105,0.4409404497661742,0.24735943691224682
2,0.4522399806266233,0.5885133092968816,0.0748090581648615
3,0.815713392208819,0.955464292419025,0.28535189467684186
4,0.9212225598861373,0.6227757024239982,0.03462814112006252
5,0.5534745391992753,0.8080352595870387,0.7069038444081628
6,0.5108978615506503,0.44845998740578896,0.09350089775151227
7,0.6477933826946493,0.8825211639964536,0.4075867039698613
8,0.24857728643947563,0.05201542237227896,0.39349689269036847
9,0.7785292223340584,0.2832051893569105,0.13281904397470912
10,0.9012150538904709,0.5211591817933459,0.6215765437109497
11,0.6944351235494451,0.7763610786265349,0.9412639676938594
12,0.5078406927182174,0.9644614361899795,0.06569722983458892
13,0.44137788303012915,0.47110260098498313,0.297047621505904
14,0.028798277968632435,0.09952363602780834,0.2857302302553397
15,0.2482671444695419,0.1769481688440303,0.4974703618225551
16,0.5761422060208433,0.12754145940282535,0.26664126661110865
17,0.48509724913870667,0.808626324831668,0.8818635269907309
18,0.6044238999021511,0.2859530055451749,0.1734555894073314
19,0.6472413209066453,0.6823390715187806,0.37274566174923984
20,0.38605073470174645,0.6361069255972671,0.30259575200775113
21,0.3274671906438178,0.39949302276540566,0.2188993214225734
22,0.7005076484984064,0.7538597250744641,0.030548464542288545
23,0.43522392729307824,0.22099099051175086,0.16648221147769637
24,0.8295092955920745,0.3310812370220413,0.5210769123522127
25,0.6694550115782703,0.6391075497142504,0.0038656562399522754
26,0.028078299116910066,0.6167247902765046,0.6307892316111807
27,0.21791875437623398,0.7010356321076672,0.5535230738712761
28,0.41559334796251723,0.29417098501688566,0.0070358727228294615
29,0.23955990382727654,0.4060642382719909,0.10102697372390035
30,0.5986349196071964,0.5623051569386737,0.6626624567613593
31,0.03281964932768766,0.83435074398885,0.9774058306435595
32,0.31424374821791157,0.03536003247642938,0.9433138394659055
33,0.919619438853689,0.883338185808307,0.06786771117563162
34,0.006768347786562656,0.20601950253245427,0.22504521588989657
35,0.05918644435517162,0.23951844324057592,0.39920894217863745
36,0.6662837829979649,0.08646900656935586,0.28364768318803246
37,0.45015077063687636,0.7750544725262228,0.5212149499036762
38,0.6680906583855882,0.32297031645183927,0.7346096352880745
39,0.47488890265556427,0.8447133399912088,0.2607706040413229
40,0.10880387776209777,0.04221254925820905,0.4453377705070434
41,0.3241102573730946,0.4125158895341753,0.47047640926726564
42,0.5607085850597648,0.866943233038727,0.05425062865536612
43,0.7938185892574389,0.672239477476969,0.9139698488538381
44,0.29723735023526565,0.8208040828705165,0.21478507057093443
45,0.7276248766138196,0.7081994091964713,0.6601769628909632
46,0.42431775311187947,0.14620023183706887,0.9695102759059059
47,0.3952081106776866,0.17697938669340074,0.27073830459222314
48,0.49280273357021687,0.6995094594793438,0.36523174720953144
49,0.22466337574634643,0.46568230314277415,0.7565762079575359
50,0.7883130862847579,0.8808744187317599,0.7850331517947519
51,0.88590695013104,0.2626338742413826,0.49372504917354354
52,0.25282189953778567,0.1513442115647462,0.8795050594254925
53,0.8376573529136903,0.10079311563872306,0.7572682118255293
54,0.5706892200472254,0.12661745742252195,0.29173273554752266
55,0.625406329833508,0.4416656442091683,0.16055029196731496
56,0.024618823961506386,0.5918670258658517,0.8379592919157485
57,0.6085010427051487,0.8613283003727484,0.7455365819390426
58,0.8604021909503631,0.5527042481038446,0.954424692752632
59,0.6789675866639601,0.26241461894010143,0.6944131846987056
60,0.09749391963716603,0.8221691171809328,0.037939763401708015
61,0.7363335102562631,0.41976197953339345,0.5992880196796635
62,0.4482392012167208,0.5629743345450545,0.5208520986916974
63,0.8627713511992434,0.013151393426051983,0.1504168727488524
64,0.05063728431458314,0.7135953255053541,0.4192376012745793
65,0.014230173303626414,0.04702558018719938,0.22771501157065555
66,0.503777557721226,0.4416723841956868,0.7773116985140476
67,0.654285792474903,0.7482811341501041,0.9029791213243955
68,0.6049955144937561,0.8569109357510903,0.2079521965323976
69,0.7987451173674713,0.232744308310309,0.6618565759495845
70,0.939401198628726,0.6661136963699918,0.11429332954856775
71,0.11449799747777356,0.0062244610056032545,0.8699626292831755
72,0.5046523746605502,0.2747477669809696,0.5151449127963578
73,0.4616206857109453,0.8785592339786343,0.6275386483045287
74,0.6510324338910738,0.7238213694049672,0.8310989900237928
75,0.9074828850432489,0.9409975836661842,0.46969769481647616
76,0.8637062674550277,0.3347913671016115,0.8109025781771406
77,0.6219161873581457,0.5452117368837655,0.7169859994833244
78,0.13403573705470695,0.9077132551381147,0.8477005055177492
79,0.08418853928364278,0.5297540371785874,0.5325430544144032
80,0.1811933524010314,0.39008955556089386,0.8715389404857105
81,0.9615404599900483,0.6833904629168502,0.23651242828389518
82,0.8692806973378033,0.4638705181508993,0.7791371843698359
83,0.06375804005319896,0.048428861086461605,0.8979870513281101
84,0.39649871686867577,0.5617635439564803,0.07631479345139491
85,0.21656470681378404,0.4495154499938385,0.6456360230083239
86,0.6669154050452695,0.03711075782494755,0.4554033371778583
87,0.37164854803008207,0.5639439123881319,0.21955448145654166
88,0.9504750416912527,0.9677724498681661,0.37392957221029544
89,0.526311825250535,0.024915394819667314,0.38336708740150083
90,0.4282720239131391,0.043506713355255244,0.636800449832746
91,0.716886764552741,0.9135580426331781,0.3044868870915103
92,0.6193147581543516,0.2835740771681392,0.8692569814038749
93,0.4677473854610642,0.7481197460382661,0.7122238907047103
94,0.8252249630976227,0.6528290116374127,0.7080354924740618
95,0.8879102912386265,0.7040159734907082,0.1708170189207815
96,0.4641234990660458,0.556206662561816,0.04348898279359281
97,0.9195285242716605,0.33036265659350783,0.5448982395379875
98,0.33609947586105926,0.3177021126850669,0.9601697160996002
99,0.35814188074639963,0.2653186968226753,0.005593449495661762
100,0.6004570604657858,0.6476238785198456,0.44465012012221394
101,0.05719764769389446,0.03497907060015548,0.49290671700560074
102,0.4439180202930444,0.5745760100384112,0.5234415460907526
103,0.4683313284610088,0.2640494498212185,0.8890487447215654
104,0.2657182228845065,0.9683407173259213,0.650749199305214
105,0.15234843391164443,0.15288891172516328,0.19659806253574952
106,0.1897073715045574,0.3867785623764024,0.03986325296243831
107,0.1757547713467872,0.8709827092116258,0.4235952126925595
108,0.28074873609352036,0.4225043045448007,0.522185813660463
109,0.9195942438481307,0.004152443395431971,0.13020561091369864
110,0.27518106564877554,0.7832703818042732,0.8348735717235256
111,0.6198554418586065,0.04537632145191639,0.23413085797348032
112,0.28540620671026273,0.7517279329840988,0.6303745524940415
113,0.7399714610805859,0.21995768402521987,0.5505884597331303
114,0.21096026096279163,0.8769168911305227,0.47880584882607813
115,0.9088899817998889,0.29877388282113027,0.3886579408927151
116,0.27866108823449665,0.5395379657461294,0.1633388197796637
117,0.875184886582042,0.9481845599308854,0.170465872070223
118,0.5413583767301168,0.15068303748040024,0.6823097020238353
119,0.154872783138156,0.723489108056018,0.5076541720354963
120,0.8889748003887648,0.7866565523577582,0.1749108970337735
121,0.9699844943361932,0.41213122042411066,0.5890489535337549
122,0.548442182992641,0.7379408828773355,0.877859515502359
123,0.027482752096656515,0.9865975398164466,0.53879678272061
124,0.22479255038896329,0.9141668378015645,0.6942923674339845
125,0.3984365658293787,0.5826906220113373,0.3087873014555441
126,0.7874581888720735,0.8853838727057443,0.12372553321462698
127,0.654986282940541,0.8735453758769202,0.689414872970368
128,0.6516497568134416,0.10224462685472469,0.3955963649789559
129,0.745409643090853,0.886798557553499,0.3871744675001666
130,0.9318058220095027,0.6530621638060761,0.9443951809099551
131,0.588608135602983,0.37188648539211355,0.22371608295380263
132,0.8989741754534777,0.30360054151756843,0.8317522078880926
133,0.25731337934375054,0.618896487779502,0.1098951571377289
134,0.7179322428992034,0.6044146751434418,0.10719141851988256
135,0.8821711767013732,0.44563273101492995,0.508018530096367
136,0.5105885857546691,0.2525541067578785,0.19845916806736208
137,0.047457339183695546,0.0315620292649087,0.8602855534782706
138,0.852876742480399,0.18105760108098967,0.9397339627034854
139,0.5832987820017852,0.6766353709339445,0.26517442320854656
140,0.3476027448006037,0.435074030568426,0.9902142642277023
141,0.6176687079779163,0.4933810664589746,0.3782204653797926
142,0.5528032285552801,0.29428784265413843,0.1518627985970883
